qo_lc[m3/d],qg_lc[m3/d],Date & Time
348.32,34540.64025019125,2018-04-24 09:14:00
350.72,36156.927004361336,2018-04-24 09:15:00
317.97,33201.12471978345,2018-04-24 09:16:00
351.76,32560.06676135918,2018-04-24 09:17:00
308.87,29709.313665967253,2018-04-24 09:18:00
316.18,31021.740213006713,2018-04-24 09:19:00
327.81,34562.158986902235,2018-04-24 09:20:00
341.01,32801.91207569203,2018-04-24 09:21:00
325.94,28114.565679230986,2018-04-24 09:22:00
319.49,33638.458271547446,2018-04-24 09:23:00
345.55,41234.20390803756,2018-04-24 09:24:00
388.13,39006.12231010536,2018-04-24 09:25:00
339.95,31081.045184325372,2018-04-24 09:26:00
337.94,28613.259325257077,2018-04-24 09:27:00
378.42,38727.892092801805,2018-04-24 09:28:00
340.3,41715.76830678482,2018-04-24 09:29:00
350.74,36908.374741077576,2018-04-24 09:30:00
364.21,39077.621316542805,2018-04-24 09:31:00
365.86,36174.68358300188,2018-04-24 09:32:00
326.94,31772.54446689999,2018-04-24 09:33:00
373.82,41628.941104238205,2018-04-24 09:34:00
336.27,42474.08030695706,2018-04-24 09:35:00
322.01,36678.56739032465,2018-04-24 09:36:00
359.77,39229.57238514963,2018-04-24 09:37:00
348.48,32147.989368735965,2018-04-24 09:38:00
344.79,33330.73938935408,2018-04-24 09:39:00
317.33,33891.952422667775,2018-04-24 09:40:00
335.53,32383.3165343789,2018-04-24 09:41:00
322.07,33528.3872670719,2018-04-24 09:42:00
338.34,40593.03234377039,2018-04-24 09:43:00
342.0,30474.447290839005,2018-04-24 09:44:00
292.83,30512.338187833662,2018-04-24 09:45:00
358.55,33293.10878947238,2018-04-24 09:46:00
333.2,42408.81943454331,2018-04-24 09:47:00
338.44,35172.92303721334,2018-04-24 09:48:00
341.26,34122.36112980441,2018-04-24 09:49:00
310.9,29460.603597696532,2018-04-24 09:50:00
333.25,28797.298508247884,2018-04-24 09:51:00
380.26,37599.93885000287,2018-04-24 09:52:00
332.23,39915.778605919055,2018-04-24 09:53:00
327.18,33786.74292617712,2018-04-24 09:54:00
336.8,37784.30414371542,2018-04-24 09:55:00
339.07,31342.242275322184,2018-04-24 09:56:00
385.27,33632.03929741038,2018-04-24 09:57:00
427.26,40250.806973200684,2018-04-24 09:58:00
399.31,38890.49644550583,2018-04-24 09:59:00
363.59,34934.40392258884,2018-04-24 10:00:00
342.03,38228.801874906094,2018-04-24 10:01:00
388.61,36543.9269886315,2018-04-24 10:02:00
335.53,38031.02579528226,2018-04-24 10:03:00
338.77,32246.73868479167,2018-04-24 10:04:00
332.3,30542.851359962515,2018-04-24 10:05:00
371.68,39607.2327383203,2018-04-24 10:06:00
311.16,31368.930469147203,2018-04-24 10:07:00
328.05,37316.26584978416,2018-04-24 10:08:00
314.05,29054.47003503053,2018-04-24 10:09:00
366.21,36191.889891631814,2018-04-24 10:10:00
344.25,31926.0618365719,2018-04-24 10:11:00
376.03,37365.458526871415,2018-04-24 10:12:00
337.85,34619.23607427085,2018-04-24 10:13:00
347.34,28172.515893558764,2018-04-24 10:14:00
360.59,33521.888147056976,2018-04-24 10:15:00
284.23,32880.395215572455,2018-04-24 10:16:00
323.88,35364.66554073301,2018-04-24 10:17:00
335.85,34633.38374395448,2018-04-24 10:18:00
355.54,34115.65729528149,2018-04-24 10:19:00
305.5,21603.81246650454,2018-04-24 10:20:00
418.26,36132.25043947178,2018-04-24 10:21:00
343.07,51415.61438343201,2018-04-24 10:22:00
357.08,34696.941591614304,2018-04-24 10:23:00
283.83,26269.309176135303,2018-04-24 10:24:00
315.44,31503.376404368148,2018-04-24 10:25:00
303.09,36429.14116580938,2018-04-24 10:26:00
295.97,31959.51865799504,2018-04-24 10:27:00
383.14,38195.894615096986,2018-04-24 10:28:00
362.25,40894.4599683001,2018-04-24 10:29:00
318.44,31222.0901663759,2018-04-24 10:30:00
353.52,38297.46858285637,2018-04-24 10:31:00
341.53,34579.22662253152,2018-04-24 10:32:00
334.36,30412.577653367818,2018-04-24 10:33:00
311.23,34014.69122980113,2018-04-24 10:34:00
352.57,29714.269352547246,2018-04-24 10:35:00
311.19,33279.775129592126,2018-04-24 10:36:00
295.61,28761.75461749689,2018-04-24 10:37:00
314.02,37031.250303366935,2018-04-24 10:38:00
321.21,35941.445307868984,2018-04-24 10:39:00
343.42,36405.836159840925,2018-04-24 10:40:00
321.64,34635.234605303216,2018-04-24 10:41:00
336.95,27661.23691292062,2018-04-24 10:42:00
371.81,36222.75440622708,2018-04-24 10:43:00
324.27,29705.13437158584,2018-04-24 10:44:00
328.58,36712.913685723266,2018-04-24 10:45:00
364.22,32401.83015940413,2018-04-24 10:46:00
357.09,39585.750915566205,2018-04-24 10:47:00
356.16,39328.53223052622,2018-04-24 10:48:00
359.69,33929.5404078302,2018-04-24 10:49:00
347.78,41078.679794901516,2018-04-24 10:50:00
387.38,40645.148779531824,2018-04-24 10:51:00
329.64,34047.59335686943,2018-04-24 10:52:00
302.06,23595.4253804148,2018-04-24 10:53:00
319.54,33047.99525134435,2018-04-24 10:54:00
294.82,31399.16793714065,2018-04-24 10:55:00
350.63,37738.594963084266,2018-04-24 10:56:00
329.76,34640.552316227666,2018-04-24 10:57:00
344.59,33036.10784008703,2018-04-24 10:58:00
318.15,35662.360830408565,2018-04-24 10:59:00
318.26,35040.72964906417,2018-04-24 11:00:00
266.98,25367.174095066235,2018-04-24 11:01:00
331.46,37734.624129929056,2018-04-24 11:02:00
348.31,33360.278587685716,2018-04-24 11:03:00
334.33,37298.97399482754,2018-04-24 11:04:00
308.72,32565.380787236598,2018-04-24 11:05:00
355.37,37893.28671138967,2018-04-24 11:06:00
332.61,39735.352324579064,2018-04-24 11:07:00
319.61,33406.568686529936,2018-04-24 11:08:00
264.69,41886.14996916596,2018-04-24 11:09:00
321.6,31085.132967201942,2018-04-24 11:10:00
356.05,34622.877057738835,2018-04-24 11:11:00
373.67,40962.88418593462,2018-04-24 11:12:00
356.29,32615.884400619245,2018-04-24 11:13:00
310.65,29925.677351914517,2018-04-24 11:14:00
333.9,35849.93255686645,2018-04-24 11:15:00
348.83,29924.533181735216,2018-04-24 11:16:00
366.42,31581.63979181177,2018-04-24 11:17:00
330.32,33048.55015556122,2018-04-24 11:18:00
352.83,45455.60188488954,2018-04-24 11:19:00
369.16,36289.35288103976,2018-04-24 11:20:00
376.67,41201.33864278253,2018-04-24 11:21:00
358.6,37253.62448442785,2018-04-24 11:22:00
350.42,38010.929568419546,2018-04-24 11:23:00
367.37,39616.89447184726,2018-04-24 11:24:00
307.11,31927.738700075333,2018-04-24 11:25:00
324.48,30625.893859932905,2018-04-24 11:26:00
389.78,36579.977508702,2018-04-24 11:27:00
375.0,40197.68013263247,2018-04-24 11:28:00
316.02,35178.03064846603,2018-04-24 11:29:00
373.98,39214.13563620544,2018-04-24 11:30:00
328.23,32371.00547710528,2018-04-24 11:31:00
347.71,33776.00424408938,2018-04-24 11:32:00
272.16,27456.12994425973,2018-04-24 11:33:00
301.59,33780.614091408366,2018-04-24 11:34:00
380.86,36983.52390542076,2018-04-24 11:35:00
362.39,38446.9213452915,2018-04-24 11:36:00
322.88,35714.29534004679,2018-04-24 11:37:00
347.25,37960.38092366648,2018-04-24 11:38:00
389.99,35215.15688695872,2018-04-24 11:39:00
306.53,26927.18334354917,2018-04-24 11:40:00
338.22,30418.54641092395,2018-04-24 11:41:00
303.64,28590.888025860997,2018-04-24 11:42:00
355.46,39155.17527001747,2018-04-24 11:43:00
336.47,33632.06693830413,2018-04-24 11:44:00
385.69,37668.83648649225,2018-04-24 11:45:00
333.66,30013.1806994128,2018-04-24 11:46:00
336.74,40189.773636175705,2018-04-24 11:47:00
368.44,34588.241111169824,2018-04-24 11:48:00
330.2,33312.7271496771,2018-04-24 11:49:00
313.61,31714.115055071143,2018-04-24 11:50:00
336.53,36860.48977456764,2018-04-24 11:51:00
354.34,36587.88232687546,2018-04-24 11:52:00
312.52,27894.87022787752,2018-04-24 11:53:00
322.31,31866.4671822955,2018-04-24 11:54:00
329.98,32920.92441654947,2018-04-24 11:55:00
310.18,30630.565374212198,2018-04-24 11:56:00
332.03,36292.4590002063,2018-04-24 11:57:00
360.62,45070.103889307225,2018-04-24 11:58:00
371.06,36461.15783809386,2018-04-24 11:59:00
332.02,26692.69967011947,2018-04-24 12:00:00
364.55,31443.863058759907,2018-04-24 12:01:00
350.43,34721.286940606966,2018-04-24 12:02:00
282.17,25981.499115522038,2018-04-24 12:03:00
407.09,35415.9933933818,2018-04-24 12:04:00
380.32,34222.68631394897,2018-04-24 12:05:00
350.02,41282.87004538572,2018-04-24 12:06:00
339.14,37606.10138522277,2018-04-24 12:07:00
351.57,39586.70402289553,2018-04-24 12:08:00
311.62,34477.571026854916,2018-04-24 12:09:00
331.04,38964.65324404345,2018-04-24 12:10:00
334.29,40031.41084643681,2018-04-24 12:11:00
326.53,32400.452805041426,2018-04-24 12:12:00
308.16,34736.242144784665,2018-04-24 12:13:00
336.27,29962.579512885288,2018-04-24 12:14:00
356.72,36345.99685590034,2018-04-24 12:15:00
343.34,38363.89294003006,2018-04-24 12:16:00
368.71,33905.9213605492,2018-04-24 12:17:00
348.93,31779.408132848257,2018-04-24 12:18:00
318.08,30006.488444651928,2018-04-24 12:19:00
342.85,42564.32578710004,2018-04-24 12:20:00
285.69,27057.345984420932,2018-04-24 12:21:00
370.16,34321.11510729912,2018-04-24 12:22:00
356.45,38744.06271937099,2018-04-24 12:23:00
325.89,41820.49623778883,2018-04-24 12:24:00
328.82,30216.600136294328,2018-04-24 12:25:00
354.92,33737.159950527675,2018-04-24 12:26:00
353.22,35196.08420094489,2018-04-24 12:27:00
342.48,34702.12189907379,2018-04-24 12:28:00
313.34,34325.44159097092,2018-04-24 12:29:00
341.16,36257.470925640126,2018-04-24 12:30:00
313.06,30652.845587681502,2018-04-24 12:31:00
305.11,32477.56125885431,2018-04-24 12:32:00
323.86,31349.26218767897,2018-04-24 12:33:00
345.66,39618.79301968709,2018-04-24 12:34:00
326.01,40876.90489212961,2018-04-24 12:35:00
333.8,29098.17033191063,2018-04-24 12:36:00
351.77,33775.81628319221,2018-04-24 12:37:00
342.0,33697.678302893,2018-04-24 12:38:00
320.13,36196.33825807608,2018-04-24 12:39:00
329.84,33403.59848591705,2018-04-24 12:40:00
299.55,31462.32349273004,2018-04-24 12:41:00
282.01,35352.955878047,2018-04-24 12:42:00
351.96,32718.048042444945,2018-04-24 12:43:00
364.79,37479.22826967218,2018-04-24 12:44:00
301.86,30760.128315354814,2018-04-24 12:45:00
285.61,34191.803915329096,2018-04-24 12:46:00
316.43,31218.958151545303,2018-04-24 12:47:00
310.45,29773.591627601563,2018-04-24 12:48:00
334.58,32003.4126003324,2018-04-24 12:49:00
335.49,37492.54092617904,2018-04-24 12:50:00
363.85,39590.481181246076,2018-04-24 12:51:00
345.77,34158.46718339411,2018-04-24 12:52:00
331.12,40588.32283137256,2018-04-24 12:53:00
363.96,33144.15652433425,2018-04-24 12:54:00
341.11,32893.38964037019,2018-04-24 12:55:00
357.01,32748.794388257982,2018-04-24 12:56:00
316.16,33701.34510522738,2018-04-24 12:57:00
340.32,33424.21075979033,2018-04-24 12:58:00
334.23,33977.562888281,2018-04-24 12:59:00
324.93,33699.8802936524,2018-04-24 13:00:00
325.34,32458.898801696207,2018-04-24 13:01:00
362.78,37544.95295153799,2018-04-24 13:02:00
358.12,36875.99353636477,2018-04-24 13:03:00
342.04,31893.8318922477,2018-04-24 13:04:00
336.65,32380.791347158,2018-04-24 13:05:00
322.76,36921.226100158,2018-04-24 13:06:00
313.94,33517.38619623164,2018-04-24 13:07:00
322.9,33530.03005078311,2018-04-24 13:08:00
277.11,28383.622101170185,2018-04-24 13:09:00
317.54,30421.648259434893,2018-04-24 13:10:00
355.32,38446.93079580357,2018-04-24 13:11:00
347.93,32078.973469533412,2018-04-24 13:12:00
294.05,28894.523572938488,2018-04-24 13:13:00
357.02,32282.884498157637,2018-04-24 13:14:00
334.75,33707.11043215689,2018-04-24 13:15:00
351.13,41852.063628963166,2018-04-24 13:16:00
358.01,36017.51473923779,2018-04-24 13:17:00
326.11,38402.331909356886,2018-04-24 13:18:00
294.28,33178.36771813312,2018-04-24 13:19:00
366.2,36477.71965218964,2018-04-24 13:20:00
292.33,28434.703024589413,2018-04-24 13:21:00
337.45,38171.14330850042,2018-04-24 13:22:00
319.85,29135.999181290314,2018-04-24 13:23:00
300.19,24558.5464817171,2018-04-24 13:24:00
308.8,30795.062945380327,2018-04-24 13:25:00
286.85,29486.116058018863,2018-04-24 13:26:00
310.53,25053.952365417535,2018-04-24 13:27:00
326.82,34543.984864121565,2018-04-24 13:28:00
327.17,31667.082990127343,2018-04-24 13:29:00
328.35,28549.600739658013,2018-04-24 13:30:00
349.96,36287.711577133865,2018-04-24 13:31:00
354.14,34019.5541820921,2018-04-24 13:32:00
302.69,32015.028818238414,2018-04-24 13:33:00
325.18,28140.21373610897,2018-04-24 13:34:00
334.93,28600.5697378217,2018-04-24 13:35:00
369.41,35983.428589478455,2018-04-24 13:36:00
316.64,37320.3259550488,2018-04-24 13:37:00
303.47,32875.872464764485,2018-04-24 13:38:00
334.81,37258.410862853285,2018-04-24 13:39:00
334.72,31014.615465112387,2018-04-24 13:40:00
340.7,36176.90334644987,2018-04-24 13:41:00
339.17,41069.75836190774,2018-04-24 13:42:00
297.37,25209.927048421232,2018-04-24 13:43:00
298.49,25958.641165785724,2018-04-24 13:44:00
365.4,40720.12689009561,2018-04-24 13:45:00
346.4,32598.441173146686,2018-04-24 13:46:00
345.58,41972.33061377969,2018-04-24 13:47:00
367.62,39436.289923409524,2018-04-24 13:48:00
355.99,32898.09503708668,2018-04-24 13:49:00
326.03,33595.56615603759,2018-04-24 13:50:00
286.46,28828.268193609845,2018-04-24 13:51:00
386.89,42368.73448960112,2018-04-24 13:52:00
335.14,41157.3640325098,2018-04-24 13:53:00
338.3,28255.91940250917,2018-04-24 13:54:00
361.61,37649.98551494428,2018-04-24 13:55:00
353.27,37430.85795892368,2018-04-24 13:56:00
333.2,34779.522876059404,2018-04-24 13:57:00
349.68,38891.247255858114,2018-04-24 13:58:00
340.75,32659.787167703344,2018-04-24 13:59:00
323.46,34234.66893994577,2018-04-24 14:00:00
331.7,36452.28796824284,2018-04-24 14:01:00
323.41,33385.32451382312,2018-04-24 14:02:00
274.07,28757.763575174664,2018-04-24 14:03:00
273.15,28114.84132435021,2018-04-24 14:04:00
344.61,28580.535769462334,2018-04-24 14:05:00
333.14,32923.54416158026,2018-04-24 14:06:00
334.74,36276.7860564477,2018-04-24 14:07:00
379.29,43669.65307308363,2018-04-24 14:08:00
377.77,33204.416535452125,2018-04-24 14:09:00
350.01,40194.543485428396,2018-04-24 14:10:00
319.07,28711.67734052678,2018-04-24 14:11:00
326.22,30082.115769859447,2018-04-24 14:12:00
323.9,32410.031166689507,2018-04-24 14:13:00
367.18,41602.96443220566,2018-04-24 14:14:00
323.84,33252.05381699755,2018-04-24 14:15:00
328.42,35625.5765593093,2018-04-24 14:16:00
326.1,33375.99225161302,2018-04-24 14:17:00
328.05,34669.50372911181,2018-04-24 14:18:00
330.51,28767.691856372407,2018-04-24 14:19:00
356.96,27337.35087058172,2018-04-24 14:20:00
391.05,45031.36454350673,2018-04-24 14:21:00
375.65,39393.0295114741,2018-04-24 14:22:00
344.98,32593.819873648306,2018-04-24 14:23:00
381.85,35081.924803368165,2018-04-24 14:24:00
347.56,36414.796335182284,2018-04-24 14:25:00
316.27,32953.51512533588,2018-04-24 14:26:00
278.63,26219.70303951444,2018-04-24 14:27:00
326.24,34773.39365221666,2018-04-24 14:28:00
309.58,27266.586447951548,2018-04-24 14:29:00
363.83,37029.14868236483,2018-04-24 14:30:00
341.13,33713.27064424105,2018-04-24 14:31:00
363.42,35626.78189591983,2018-04-24 14:32:00
344.61,33605.21811714315,2018-04-24 14:33:00
361.87,34436.21615406391,2018-04-24 14:34:00
341.85,33609.56565270565,2018-04-24 14:35:00
301.4,35880.62440643121,2018-04-24 14:36:00
350.03,35559.53895219748,2018-04-24 14:37:00
351.55,27493.607304724224,2018-04-24 14:38:00
286.69,28083.039683700517,2018-04-24 14:39:00
305.2,35950.970435324314,2018-04-24 14:40:00
342.4,37045.28995612478,2018-04-24 14:41:00
320.61,29874.347315714083,2018-04-24 14:42:00
282.96,28884.417107861602,2018-04-24 14:43:00
286.02,26061.83165804525,2018-04-24 14:44:00
299.25,31359.589153024528,2018-04-24 14:45:00
340.45,38263.8242367683,2018-04-24 14:46:00
315.99,30211.801706942046,2018-04-24 14:47:00
353.73,36696.40391667208,2018-04-24 14:48:00
328.26,33106.115004711784,2018-04-24 14:49:00
333.29,35550.50923352096,2018-04-24 14:50:00
320.46,31089.37713641272,2018-04-24 14:51:00
304.27,26213.443625388856,2018-04-24 14:52:00
355.32,38899.540814202,2018-04-24 14:53:00
377.39,38442.66833540817,2018-04-24 14:54:00
290.89,31160.863901072033,2018-04-24 14:55:00
329.31,50736.31305013696,2018-04-24 14:56:00
356.52,29506.20152858518,2018-04-24 14:57:00
319.37,31107.88006331605,2018-04-24 14:58:00
318.28,29277.547737694513,2018-04-24 14:59:00
346.59,33144.784329951544,2018-04-24 15:00:00
299.02,30454.712576187925,2018-04-24 15:01:00
346.5,34234.803692305984,2018-04-24 15:02:00
303.24,33460.370777397664,2018-04-24 15:03:00
310.03,32527.725613615185,2018-04-24 15:04:00
330.8,32041.54265079329,2018-04-24 15:05:00
295.89,26823.251119682875,2018-04-24 15:06:00
330.11,32904.31180847769,2018-04-24 15:07:00
319.61,33070.60924848332,2018-04-24 15:08:00
290.62,33418.28010046405,2018-04-24 15:09:00
372.86,39536.30803656375,2018-04-24 15:10:00
365.52,34573.569531168505,2018-04-24 15:11:00
362.4,30592.025365185214,2018-04-24 15:12:00
310.96,27856.713813845185,2018-04-24 15:13:00
372.34,38300.427859420495,2018-04-24 15:14:00
340.34,32696.8403371544,2018-04-24 15:15:00
332.5,32818.25454672822,2018-04-24 15:16:00
321.68,31901.311150530724,2018-04-24 15:17:00
290.27,26137.79629866186,2018-04-24 15:18:00
344.05,35778.868820318785,2018-04-24 15:19:00
349.9,30853.710910805243,2018-04-24 15:20:00
300.15,33739.733890408046,2018-04-24 15:21:00
349.39,40794.51047423318,2018-04-24 15:22:00
297.69,36129.232685056086,2018-04-24 15:23:00
348.85,39506.14736191011,2018-04-24 15:24:00
340.97,32280.517017700968,2018-04-24 15:25:00
360.52,36019.73408732322,2018-04-24 15:26:00
370.99,35409.17399473052,2018-04-24 15:27:00
338.03,30542.256357362985,2018-04-24 15:28:00
371.43,39179.605349576785,2018-04-24 15:29:00
335.05,34452.22638356712,2018-04-24 15:30:00
296.21,33615.15028237899,2018-04-24 15:31:00
352.82,34879.544153853596,2018-04-24 15:32:00
334.19,33694.28893874492,2018-04-24 15:33:00
301.58,27738.321383773848,2018-04-24 15:34:00
362.49,33502.088458872386,2018-04-24 15:35:00
340.71,35303.35344256187,2018-04-24 15:36:00
365.9,40233.42596424546,2018-04-24 15:37:00
353.04,30557.188238871116,2018-04-24 15:38:00
342.91,35445.927660864254,2018-04-24 15:39:00
355.37,34863.189042921535,2018-04-24 15:40:00
325.57,33606.32356455612,2018-04-24 15:41:00
362.54,31208.82115655083,2018-04-24 15:42:00
354.19,35379.178852282996,2018-04-24 15:43:00
349.92,38202.61166904331,2018-04-24 15:44:00
306.75,30706.99084975769,2018-04-24 15:45:00
326.59,27342.365430302794,2018-04-24 15:46:00
380.21,37562.47814477461,2018-04-24 15:47:00
328.9,34673.4457604461,2018-04-24 15:48:00
333.5,33405.16217879067,2018-04-24 15:49:00
306.61,34825.972639488165,2018-04-24 15:50:00
306.44,31203.431478450508,2018-04-24 15:51:00
335.07,33474.58914824258,2018-04-24 15:52:00
340.51,29041.091124797746,2018-04-24 15:53:00
349.76,36770.35502560123,2018-04-24 15:54:00
314.72,31564.712397116313,2018-04-24 15:55:00
347.09,35137.932919659324,2018-04-24 15:56:00
329.58,30674.727516127088,2018-04-24 15:57:00
339.99,37388.89473093447,2018-04-24 15:58:00
365.74,33959.69332518863,2018-04-24 15:59:00
318.32,30108.303872300614,2018-04-24 16:00:00
335.54,32557.57757623021,2018-04-24 16:01:00
383.78,41380.38177390983,2018-04-24 16:02:00
359.1,40282.15824175153,2018-04-24 16:03:00
345.41,36484.284422099045,2018-04-24 16:04:00
328.9,30852.72731302496,2018-04-24 16:05:00
361.12,35929.32766707545,2018-04-24 16:06:00
301.81,31760.5264640679,2018-04-24 16:07:00
357.75,37700.99117768225,2018-04-24 16:08:00
344.97,36567.30265754058,2018-04-24 16:09:00
263.61,25558.283175887387,2018-04-24 16:10:00
344.4,39839.99846916152,2018-04-24 16:11:00
284.16,24595.89996993508,2018-04-24 16:12:00
315.68,29186.18511225858,2018-04-24 16:13:00
322.56,32492.329647392842,2018-04-24 16:14:00
376.61,38407.44101139452,2018-04-24 16:15:00
305.31,29428.259005924512,2018-04-24 16:16:00
322.52,35890.63253970804,2018-04-24 16:17:00
362.4,31814.9759044035,2018-04-24 16:18:00
324.51,34430.451470443564,2018-04-24 16:19:00
344.88,34334.368236305,2018-04-24 16:20:00
362.07,40936.03154093221,2018-04-24 16:21:00
336.68,32159.29370478767,2018-04-24 16:22:00
306.38,31067.89188288962,2018-04-24 16:23:00
363.2,43196.42091992316,2018-04-24 16:24:00
318.82,31646.679292518995,2018-04-24 16:25:00
347.36,25109.58873583276,2018-04-24 16:26:00
295.68,29129.380879408138,2018-04-24 16:27:00
341.04,34838.80603509505,2018-04-24 16:28:00
362.57,46673.684081711406,2018-04-24 16:29:00
335.61,33621.604983934536,2018-04-24 16:30:00
330.29,31461.48011480712,2018-04-24 16:31:00
346.91,29999.386667614785,2018-04-24 16:32:00
325.31,32125.962120171713,2018-04-24 16:33:00
304.12,28747.025504290697,2018-04-24 16:34:00
357.65,37433.699442193014,2018-04-24 16:35:00
355.1,35716.58350410658,2018-04-24 16:36:00
304.93,30537.643486637975,2018-04-24 16:37:00
302.46,32624.427434770314,2018-04-24 16:38:00
347.69,34346.03226866312,2018-04-24 16:39:00
342.65,37430.831390392304,2018-04-24 16:40:00
319.69,32976.514154359036,2018-04-24 16:41:00
312.14,33325.53015393617,2018-04-24 16:42:00
372.35,34053.987649246745,2018-04-24 16:43:00
373.63,34761.54918657498,2018-04-24 16:44:00
342.17,34234.365812580945,2018-04-24 16:45:00
303.71,32574.027346753886,2018-04-24 16:46:00
321.39,32010.854252898243,2018-04-24 16:47:00
359.45,34950.569502133236,2018-04-24 16:48:00
316.97,30912.82635198238,2018-04-24 16:49:00
379.03,37779.53367567224,2018-04-24 16:50:00
371.0,33500.021560501606,2018-04-24 16:51:00
375.27,39938.73532985733,2018-04-24 16:52:00
338.45,30827.831736745426,2018-04-24 16:53:00
324.6,32860.72104417603,2018-04-24 16:54:00
322.85,34289.80334092917,2018-04-24 16:55:00
327.41,30077.110184611964,2018-04-24 16:56:00
378.83,34621.608325799614,2018-04-24 16:57:00
356.8,29508.449825127598,2018-04-24 16:58:00
347.43,34132.074369254435,2018-04-24 16:59:00
340.78,30246.31453889216,2018-04-24 17:00:00
319.47,26986.795298062974,2018-04-24 17:01:00
370.62,28811.043685319215,2018-04-24 17:02:00
376.97,38168.83008809489,2018-04-24 17:03:00
325.61,30981.23556295588,2018-04-24 17:04:00
331.96,33179.71801448601,2018-04-24 17:05:00
395.02,38266.61875475104,2018-04-24 17:06:00
357.15,38613.19213012808,2018-04-24 17:07:00
364.64,37151.344316164534,2018-04-24 17:08:00
332.75,40709.961700420514,2018-04-24 17:09:00
348.32,36558.91734429817,2018-04-24 17:10:00
350.72,41931.479823650174,2018-04-24 17:11:00
317.97,29802.508344188936,2018-04-24 17:12:00
351.76,37609.27262985813,2018-04-24 17:13:00
308.87,34122.59660578554,2018-04-24 17:14:00
316.18,34700.012297849986,2018-04-24 17:15:00
327.81,30238.100366935138,2018-04-24 17:16:00
341.01,32054.49391950775,2018-04-24 17:17:00
325.94,27741.194558479667,2018-04-24 17:18:00
319.49,31716.061200935455,2018-04-24 17:19:00
345.55,39306.95941384216,2018-04-24 17:20:00
388.13,37140.84960225647,2018-04-24 17:21:00
339.95,35478.535114675375,2018-04-24 17:22:00
337.94,41387.41165166749,2018-04-24 17:23:00
378.42,35164.566946827574,2018-04-24 17:24:00
340.3,33559.277808387145,2018-04-24 17:25:00
350.74,37304.23694469426,2018-04-24 17:26:00
364.21,37370.77642147601,2018-04-24 17:27:00
365.86,41367.113753424266,2018-04-24 17:28:00
326.94,25547.722031401696,2018-04-24 17:29:00
373.82,34113.80265011313,2018-04-24 17:30:00
336.27,34464.17361855437,2018-04-24 17:31:00
322.01,31372.97149074557,2018-04-24 17:32:00
359.77,41583.60245479692,2018-04-24 17:33:00
348.48,40261.50714700978,2018-04-24 17:34:00
344.79,30712.416625035115,2018-04-24 17:35:00
317.33,35836.005908968415,2018-04-24 17:36:00
335.53,34577.146353340715,2018-04-24 17:37:00
322.07,32093.575000851368,2018-04-24 17:38:00
338.34,30499.35328082194,2018-04-24 17:39:00
342.0,32916.598747302116,2018-04-24 17:40:00
292.83,28017.475451572216,2018-04-24 17:41:00
358.55,40353.08791217292,2018-04-24 17:42:00
333.2,38738.031707290465,2018-04-24 17:43:00
338.44,27332.577239403043,2018-04-24 17:44:00
341.26,30738.05465337997,2018-04-24 17:45:00
310.9,32840.166921932905,2018-04-24 17:46:00
333.25,33929.5672052701,2018-04-24 17:47:00
380.26,43654.146653497904,2018-04-24 17:48:00
332.23,35963.742842253356,2018-04-24 17:49:00
327.18,33256.7818185979,2018-04-24 17:50:00
336.8,29863.306151762383,2018-04-24 17:51:00
339.07,33007.71634044764,2018-04-24 17:52:00
385.27,43003.46717659489,2018-04-24 17:53:00
427.26,49428.695221694376,2018-04-24 17:54:00
399.31,41684.81743793168,2018-04-24 17:55:00
363.59,40477.1576643584,2018-04-24 17:56:00
342.03,41086.098670280815,2018-04-24 17:57:00
388.61,42612.08484534699,2018-04-24 17:58:00
335.53,33260.19590270016,2018-04-24 17:59:00
338.77,36813.544615618106,2018-04-24 18:00:00
332.3,35193.36073318172,2018-04-24 18:01:00
371.68,36037.957006704935,2018-04-24 18:02:00
311.16,30013.72361682241,2018-04-24 18:03:00
328.05,29030.23227225004,2018-04-24 18:04:00
314.05,31130.999993816677,2018-04-24 18:05:00
366.21,41698.16127364538,2018-04-24 18:06:00
344.25,35171.39599179266,2018-04-24 18:07:00
376.03,36643.8970663252,2018-04-24 18:08:00
337.85,35972.833418847884,2018-04-24 18:09:00
347.34,32924.83499991796,2018-04-24 18:10:00
360.59,35976.23224484301,2018-04-24 18:11:00
284.23,30849.93271481552,2018-04-24 18:12:00
323.88,38952.42139312593,2018-04-24 18:13:00
335.85,40581.0517752767,2018-04-24 18:14:00
355.54,33454.59761010747,2018-04-24 18:15:00
305.5,30820.353821736866,2018-04-24 18:16:00
418.26,47819.845050199845,2018-04-24 18:17:00
343.07,33389.971785935566,2018-04-24 18:18:00
357.08,39850.47756540658,2018-04-24 18:19:00
283.83,29159.842717885218,2018-04-24 18:20:00
315.44,31307.48839983027,2018-04-24 18:21:00
303.09,25037.13702996544,2018-04-24 18:22:00
295.97,27566.91651699812,2018-04-24 18:23:00
383.14,39646.32919818377,2018-04-24 18:24:00
362.25,34263.29154861828,2018-04-24 18:25:00
318.44,45432.947082657774,2018-04-24 18:26:00
353.52,34017.46439333565,2018-04-24 18:27:00
341.53,35755.607066439035,2018-04-24 18:28:00
334.36,38945.97839985892,2018-04-24 18:29:00
311.23,33908.85607635099,2018-04-24 18:30:00
352.57,30993.586955508486,2018-04-24 18:31:00
311.19,32191.642612340733,2018-04-24 18:32:00
