qo_lc[m3/d],qg_lc[m3/d],Date & Time
295.61,34364.78209320056,2018-04-24 18:33:00
314.02,26750.068671853554,2018-04-24 18:34:00
321.21,35472.067934003324,2018-04-24 18:35:00
343.42,39752.280578236765,2018-04-24 18:36:00
321.64,29654.39330927694,2018-04-24 18:37:00
336.95,38071.6812694916,2018-04-24 18:38:00
371.81,39473.73511481146,2018-04-24 18:39:00
324.27,31386.500725357968,2018-04-24 18:40:00
328.58,28900.27869925133,2018-04-24 18:41:00
364.22,35800.6356077141,2018-04-24 18:42:00
357.09,38728.331570192684,2018-04-24 18:43:00
356.16,37857.948685230294,2018-04-24 18:44:00
359.69,35043.588382885886,2018-04-24 18:45:00
347.78,35630.91824149709,2018-04-24 18:46:00
387.38,39983.79156774221,2018-04-24 18:47:00
329.64,35046.70843519817,2018-04-24 18:48:00
302.06,35330.40529149328,2018-04-24 18:49:00
319.54,38407.21235743795,2018-04-24 18:50:00
294.82,29101.555765353365,2018-04-24 18:51:00
350.63,31388.91861142189,2018-04-24 18:52:00
329.76,35551.61399702286,2018-04-24 18:53:00
344.59,32763.011512505967,2018-04-24 18:54:00
318.15,35869.54571514862,2018-04-24 18:55:00
318.26,33646.669579664864,2018-04-24 18:56:00
266.98,28204.896226551464,2018-04-24 18:57:00
331.46,32891.23366364638,2018-04-24 18:58:00
348.31,32712.71350905681,2018-04-24 18:59:00
334.33,36662.13094052044,2018-04-24 19:00:00
308.72,38523.03630799423,2018-04-24 19:01:00
355.37,35845.64202199524,2018-04-24 19:02:00
332.61,32604.25410441778,2018-04-24 19:03:00
319.61,30881.774724218187,2018-04-24 19:04:00
264.69,24538.116662815424,2018-04-24 19:05:00
321.6,34761.091919030245,2018-04-24 19:06:00
356.05,36132.74180336901,2018-04-24 19:07:00
373.67,37597.924765747455,2018-04-24 19:08:00
356.29,31765.2008969832,2018-04-24 19:09:00
310.65,26264.557431305868,2018-04-24 19:10:00
333.9,34817.577459824985,2018-04-24 19:11:00
348.83,32563.45996474436,2018-04-24 19:12:00
366.42,31016.127719098986,2018-04-24 19:13:00
330.32,35359.078790974236,2018-04-24 19:14:00
352.83,31309.02018269692,2018-04-24 19:15:00
369.16,29682.8026903626,2018-04-24 19:16:00
376.67,42342.23873950927,2018-04-24 19:17:00
358.6,37564.27252359424,2018-04-24 19:18:00
350.42,38175.94525159222,2018-04-24 19:19:00
367.37,30888.533023418422,2018-04-24 19:20:00
307.11,35510.890759262824,2018-04-24 19:21:00
324.48,33070.18380723353,2018-04-24 19:22:00
389.78,40876.857014732304,2018-04-24 19:23:00
375.0,37543.467931577485,2018-04-24 19:24:00
316.02,30439.966561649326,2018-04-24 19:25:00
373.98,36903.361805011344,2018-04-24 19:26:00
328.23,34413.77856186349,2018-04-24 19:27:00
347.71,33700.2986570949,2018-04-24 19:28:00
272.16,26732.12625057076,2018-04-24 19:29:00
301.59,25648.61473658757,2018-04-24 19:30:00
380.86,35911.52778847585,2018-04-24 19:31:00
362.39,35000.34956126392,2018-04-24 19:32:00
322.88,33874.570227406766,2018-04-24 19:33:00
347.25,39528.03290730424,2018-04-24 19:34:00
389.99,42409.63760234253,2018-04-24 19:35:00
306.53,29640.858913674034,2018-04-24 19:36:00
338.22,31751.28460227625,2018-04-24 19:37:00
303.64,30681.50153425366,2018-04-24 19:38:00
355.46,38356.98564769287,2018-04-24 19:39:00
336.47,38381.320985857645,2018-04-24 19:40:00
385.69,39551.376025411584,2018-04-24 19:41:00
333.66,36747.138017224504,2018-04-24 19:42:00
336.74,34519.493510610504,2018-04-24 19:43:00
368.44,33149.01464169373,2018-04-24 19:44:00
330.2,35714.710116946975,2018-04-24 19:45:00
313.61,32563.08245548311,2018-04-24 19:46:00
336.53,35467.887230425964,2018-04-24 19:47:00
354.34,40685.47684484372,2018-04-24 19:48:00
312.52,26733.98295140038,2018-04-24 19:49:00
322.31,36437.723500276006,2018-04-24 19:50:00
329.98,34249.44227313523,2018-04-24 19:51:00
310.18,40362.027063395915,2018-04-24 19:52:00
332.03,29901.83749198548,2018-04-24 19:53:00
360.62,40500.71939266165,2018-04-24 19:54:00
371.06,30861.098349349653,2018-04-24 19:55:00
332.02,31409.5431396202,2018-04-24 19:56:00
364.55,29009.967854288014,2018-04-24 19:57:00
350.43,34999.94064264983,2018-04-24 19:58:00
282.17,29373.357573216566,2018-04-24 19:59:00
407.09,37481.121834710735,2018-04-24 20:00:00
380.32,34072.25780091317,2018-04-24 20:01:00
350.02,38144.99274906348,2018-04-24 20:02:00
339.14,34596.55761473173,2018-04-24 20:03:00
351.57,34091.22676488153,2018-04-24 20:04:00
311.62,33383.393341022005,2018-04-24 20:05:00
331.04,34541.459543470846,2018-04-24 20:06:00
334.29,31731.97129313048,2018-04-24 20:07:00
326.53,29849.683688693905,2018-04-24 20:08:00
308.16,32135.179851909565,2018-04-24 20:09:00
336.27,38326.79927513517,2018-04-24 20:10:00
356.72,35783.1686555181,2018-04-24 20:11:00
343.34,27955.749114791288,2018-04-24 20:12:00
368.71,35188.02646904142,2018-04-24 20:13:00
348.93,31954.83951107668,2018-04-24 20:14:00
318.08,26998.15392685109,2018-04-24 20:15:00
342.85,36076.25299462825,2018-04-24 20:16:00
285.69,27140.383944999907,2018-04-24 20:17:00
370.16,31770.489147268458,2018-04-24 20:18:00
356.45,30934.123552153185,2018-04-24 20:19:00
325.89,38144.20270083995,2018-04-24 20:20:00
328.82,31650.458039434703,2018-04-24 20:21:00
354.92,38581.5404657345,2018-04-24 20:22:00
353.22,34427.48606784181,2018-04-24 20:23:00
342.48,33843.39953620204,2018-04-24 20:24:00
313.34,31707.440891516533,2018-04-24 20:25:00
341.16,36590.52419323041,2018-04-24 20:26:00
313.06,35255.60550228563,2018-04-24 20:27:00
305.11,29091.274244581837,2018-04-24 20:28:00
323.86,29881.664707604014,2018-04-24 20:29:00
345.66,34346.283298889204,2018-04-24 20:30:00
326.01,32205.410620703282,2018-04-24 20:31:00
333.8,35706.044219860734,2018-04-24 20:32:00
351.77,38355.9184039286,2018-04-24 20:33:00
342.0,37653.79036597199,2018-04-24 20:34:00
320.13,29530.5795204641,2018-04-24 20:35:00
329.84,33569.49679365043,2018-04-24 20:36:00
299.55,26522.84486416772,2018-04-24 20:37:00
282.01,26223.387315669443,2018-04-24 20:38:00
351.96,36383.47710992589,2018-04-24 20:39:00
364.79,38236.92412748501,2018-04-24 20:40:00
301.86,35569.120451231276,2018-04-24 20:41:00
285.61,26572.217618620933,2018-04-24 20:42:00
316.43,38876.840668041266,2018-04-24 20:43:00
310.45,35271.56132323828,2018-04-24 20:44:00
334.58,32239.209994114364,2018-04-24 20:45:00
335.49,35902.15930373919,2018-04-24 20:46:00
363.85,40503.83884985562,2018-04-24 20:47:00
345.77,32886.23760741334,2018-04-24 20:48:00
331.12,33605.950323476645,2018-04-24 20:49:00
363.96,35121.48311727733,2018-04-24 20:50:00
341.11,27969.019066113724,2018-04-24 20:51:00
357.01,44934.59937563218,2018-04-24 20:52:00
316.16,31128.904349205342,2018-04-24 20:53:00
340.32,38189.24296632784,2018-04-24 20:54:00
334.23,35934.109327307415,2018-04-24 20:55:00
324.93,35402.15685448892,2018-04-24 20:56:00
325.34,33899.41266299639,2018-04-24 20:57:00
362.78,39363.21340109547,2018-04-24 20:58:00
358.12,34164.34873154212,2018-04-24 20:59:00
342.04,32756.29190868712,2018-04-24 21:00:00
336.65,36385.226429402566,2018-04-24 21:01:00
322.76,30627.446406673364,2018-04-24 21:02:00
313.94,29739.478148737948,2018-04-24 21:03:00
322.9,31762.697710322955,2018-04-24 21:04:00
277.11,27287.96838756226,2018-04-24 21:05:00
317.54,26724.68809397837,2018-04-24 21:06:00
355.32,39604.93673378576,2018-04-24 21:07:00
347.93,38357.98556162146,2018-04-24 21:08:00
294.05,29052.56404259188,2018-04-24 21:09:00
357.02,40069.21134099043,2018-04-24 21:10:00
334.75,30358.716813634623,2018-04-24 21:11:00
351.13,35555.14257365223,2018-04-24 21:12:00
358.01,40115.606991484885,2018-04-24 21:13:00
326.11,31884.08281757333,2018-04-24 21:14:00
294.28,32838.961875917346,2018-04-24 21:15:00
366.2,31468.446426138937,2018-04-24 21:16:00
292.33,33027.32086764825,2018-04-24 21:17:00
337.45,34621.50539865028,2018-04-24 21:18:00
319.85,27247.23793191916,2018-04-24 21:19:00
300.19,28380.623539641412,2018-04-24 21:20:00
308.8,34406.20744415582,2018-04-24 21:21:00
286.85,27976.531664971903,2018-04-24 21:22:00
310.53,30288.534485860804,2018-04-24 21:23:00
326.82,30611.29145245708,2018-04-24 21:24:00
327.17,30859.66369988893,2018-04-24 21:25:00
328.35,37239.2365624764,2018-04-24 21:26:00
349.96,29644.10525649924,2018-04-24 21:27:00
354.14,37555.36250319656,2018-04-24 21:28:00
302.69,33528.65591017172,2018-04-24 21:29:00
325.18,33025.17002928239,2018-04-24 21:30:00
334.93,30665.223731714555,2018-04-24 21:31:00
369.41,36090.69354415903,2018-04-24 21:32:00
316.64,33535.281423881315,2018-04-24 21:33:00
303.47,27256.837827292347,2018-04-24 21:34:00
334.81,32544.32695847478,2018-04-24 21:35:00
334.72,38220.7818845712,2018-04-24 21:36:00
340.7,33782.475934378686,2018-04-24 21:37:00
339.17,37020.980253928465,2018-04-24 21:38:00
297.37,29905.965066048164,2018-04-24 21:39:00
298.49,46630.472064193455,2018-04-24 21:40:00
365.4,34752.49101889136,2018-04-24 21:41:00
346.4,35386.06989789938,2018-04-24 21:42:00
345.58,34898.86771016886,2018-04-24 21:43:00
367.62,38649.427886599246,2018-04-24 21:44:00
355.99,51113.949728130145,2018-04-24 21:45:00
326.03,36665.46414936693,2018-04-24 21:46:00
286.46,27574.16466708672,2018-04-24 21:47:00
386.89,37192.345473392896,2018-04-24 21:48:00
335.14,37146.46253519013,2018-04-24 21:49:00
338.3,31821.48722081264,2018-04-24 21:50:00
361.61,31937.852894910025,2018-04-24 21:51:00
353.27,31884.60128830515,2018-04-24 21:52:00
333.2,32517.619739050635,2018-04-24 21:53:00
349.68,35969.86513264981,2018-04-24 21:54:00
340.75,29811.74269724897,2018-04-24 21:55:00
323.46,38084.05890153372,2018-04-24 21:56:00
331.7,33093.09363713044,2018-04-24 21:57:00
323.41,34176.74041802457,2018-04-24 21:58:00
274.07,28368.456617037034,2018-04-24 21:59:00
273.15,27849.74313760271,2018-04-24 22:00:00
344.61,32188.571072772746,2018-04-24 22:01:00
333.14,34522.686614176804,2018-04-24 22:02:00
334.74,31517.026473851784,2018-04-24 22:03:00
379.29,41159.32593764237,2018-04-24 22:04:00
377.77,41243.58722844212,2018-04-24 22:05:00
350.01,37542.87630333189,2018-04-24 22:06:00
319.07,35547.3455493601,2018-04-24 22:07:00
326.22,31305.66590414878,2018-04-24 22:08:00
323.9,31949.893257940614,2018-04-24 22:09:00
367.18,39322.84972619935,2018-04-24 22:10:00
323.84,35736.161456046975,2018-04-24 22:11:00
328.42,39065.15650247782,2018-04-24 22:12:00
326.1,32299.250598249415,2018-04-24 22:13:00
328.05,37538.147157499065,2018-04-24 22:14:00
330.51,36966.956892799135,2018-04-24 22:15:00
356.96,27567.674793575152,2018-04-24 22:16:00
391.05,42668.96243472581,2018-04-24 22:17:00
375.65,37951.567855334935,2018-04-24 22:18:00
344.98,37451.13680964915,2018-04-24 22:19:00
381.85,33420.07352800952,2018-04-24 22:20:00
347.56,34671.42492772704,2018-04-24 22:21:00
316.27,34380.464020533414,2018-04-24 22:22:00
278.63,31120.715778911293,2018-04-24 22:23:00
326.24,27171.913108861627,2018-04-24 22:24:00
309.58,32550.161941665297,2018-04-24 22:25:00
363.83,37326.876292970286,2018-04-24 22:26:00
341.13,31769.502526258,2018-04-24 22:27:00
363.42,34344.665143825114,2018-04-24 22:28:00
344.61,34347.34391030328,2018-04-24 22:29:00
361.87,35253.33728879794,2018-04-24 22:30:00
341.85,39518.152897363114,2018-04-24 22:31:00
301.4,28726.592006973617,2018-04-24 22:32:00
350.03,33966.805094815914,2018-04-24 22:33:00
351.55,32283.553247564967,2018-04-24 22:34:00
286.69,23129.293873138336,2018-04-24 22:35:00
305.2,35977.8993695693,2018-04-24 22:36:00
342.4,35270.86396201272,2018-04-24 22:37:00
320.61,34307.923415614096,2018-04-24 22:38:00
282.96,27056.236472620392,2018-04-24 22:39:00
286.02,29561.61433447065,2018-04-24 22:40:00
299.25,30256.424875258486,2018-04-24 22:41:00
340.45,34992.539239795246,2018-04-24 22:42:00
315.99,29294.619826791957,2018-04-24 22:43:00
353.73,34586.995065576775,2018-04-24 22:44:00
328.26,37380.3235908308,2018-04-24 22:45:00
333.29,31006.977183493716,2018-04-24 22:46:00
320.46,33652.072985434344,2018-04-24 22:47:00
304.27,29266.542331055687,2018-04-24 22:48:00
355.32,36680.203400366,2018-04-24 22:49:00
377.39,43090.016283023,2018-04-24 22:50:00
290.89,28692.14985557944,2018-04-24 22:51:00
329.31,31081.634516856026,2018-04-24 22:52:00
356.52,32654.562777144078,2018-04-24 22:53:00
319.37,30174.589503309893,2018-04-24 22:54:00
318.28,29062.454776393875,2018-04-24 22:55:00
346.59,33709.40872227087,2018-04-24 22:56:00
299.02,27149.438126479326,2018-04-24 22:57:00
346.5,39943.32201069456,2018-04-24 22:58:00
303.24,26815.449277926153,2018-04-24 22:59:00
310.03,32149.24114995788,2018-04-24 23:00:00
330.8,25498.17407879156,2018-04-24 23:01:00
295.89,32024.06763764717,2018-04-24 23:02:00
330.11,29823.570194840802,2018-04-24 23:03:00
319.61,32089.396093357118,2018-04-24 23:04:00
290.62,27073.62126722437,2018-04-24 23:05:00
372.86,37944.03152640524,2018-04-24 23:06:00
365.52,41428.34415761085,2018-04-24 23:07:00
362.4,35891.123415807786,2018-04-24 23:08:00
310.96,28130.85303899434,2018-04-24 23:09:00
372.34,42634.16542495167,2018-04-24 23:10:00
340.34,37304.0496862121,2018-04-24 23:11:00
332.5,26964.162945804736,2018-04-24 23:12:00
321.68,33445.39225630582,2018-04-24 23:13:00
290.27,30459.03864910713,2018-04-24 23:14:00
344.05,27673.166276169264,2018-04-24 23:15:00
349.9,36756.368848447215,2018-04-24 23:16:00
300.15,28166.191530726566,2018-04-24 23:17:00
349.39,33524.890313396194,2018-04-24 23:18:00
297.69,32278.255286393884,2018-04-24 23:19:00
348.85,34841.432674170916,2018-04-24 23:20:00
340.97,36501.11165319786,2018-04-24 23:21:00
360.52,36934.00302673065,2018-04-24 23:22:00
370.99,32023.915204589088,2018-04-24 23:23:00
338.03,33031.770898687726,2018-04-24 23:24:00
371.43,37411.912930379236,2018-04-24 23:25:00
335.05,29957.579638035102,2018-04-24 23:26:00
296.21,29090.805421111065,2018-04-24 23:27:00
352.82,44714.09171928108,2018-04-24 23:28:00
334.19,33328.44346032899,2018-04-24 23:29:00
301.58,24777.7629161397,2018-04-24 23:30:00
362.49,30384.314604127558,2018-04-24 23:31:00
340.71,35349.245939318615,2018-04-24 23:32:00
365.9,39762.68258498353,2018-04-24 23:33:00
353.04,39134.4458703927,2018-04-24 23:34:00
342.91,33265.8908857875,2018-04-24 23:35:00
355.37,35404.23916134317,2018-04-24 23:36:00
325.57,32450.125822961283,2018-04-24 23:37:00
362.54,33474.411057456724,2018-04-24 23:38:00
354.19,33836.007287457614,2018-04-24 23:39:00
349.92,32278.662821401078,2018-04-24 23:40:00
306.75,28464.754316736005,2018-04-24 23:41:00
326.59,32638.33362828881,2018-04-24 23:42:00
380.21,43522.67428085568,2018-04-24 23:43:00
328.9,32066.86204491766,2018-04-24 23:44:00
333.5,34612.46511340962,2018-04-24 23:45:00
306.61,36938.91792240637,2018-04-24 23:46:00
306.44,30908.996193308234,2018-04-24 23:47:00
435.591,49261.31302844216,2018-04-24 23:48:00
442.663,39797.08703503902,2018-04-24 23:49:00
454.6880000000001,37229.95688331145,2018-04-24 23:50:00
409.136,41794.81482162079,2018-04-24 23:51:00
451.217,45486.687688605794,2018-04-24 23:52:00
428.454,37300.70256296121,2018-04-24 23:53:00
441.987,48166.72552066394,2018-04-24 23:54:00
475.46200000000016,42723.94306264103,2018-04-24 23:55:00
413.816,47755.13623165379,2018-04-24 23:56:00
436.20200000000006,50026.13737991093,2018-04-24 23:57:00
498.914,44559.856330116134,2018-04-24 23:58:00
466.83,48207.16427542052,2018-04-24 23:59:00
449.0330000000001,43714.56091286613,2018-04-25 00:00:00
427.57,45276.03361785877,2018-04-25 00:01:00
469.456,50036.54110305524,2018-04-25 00:02:00
392.353,31660.385831497413,2018-04-25 00:03:00
465.075,46897.55729013829,2018-04-25 00:04:00
448.46100000000007,44287.274848143534,2018-04-25 00:05:00
342.6930000000001,31649.98667256831,2018-04-25 00:06:00
447.72,47121.4792780933,2018-04-25 00:07:00
284.16,29687.4043084548,2018-04-25 00:08:00
315.68,27929.77478995398,2018-04-25 00:09:00
322.56,29711.05151269813,2018-04-25 00:10:00
376.61,37866.97791813181,2018-04-25 00:11:00
305.31,25843.763504554958,2018-04-25 00:12:00
322.52,32599.793078782943,2018-04-25 00:13:00
362.4,37910.173958932966,2018-04-25 00:14:00
324.51,30785.677114114253,2018-04-25 00:15:00
344.88,38312.81362866348,2018-04-25 00:16:00
362.07,31735.723233907396,2018-04-25 00:17:00
336.68,36416.492518796586,2018-04-25 00:18:00
306.38,28610.138323466468,2018-04-25 00:19:00
363.2,28074.662387699882,2018-04-25 00:20:00
318.82,32723.380192462388,2018-04-25 00:21:00
347.36,26806.678781970284,2018-04-25 00:22:00
295.68,23992.470113036332,2018-04-25 00:23:00
341.04,32665.52140074456,2018-04-25 00:24:00
362.57,32896.62542135593,2018-04-25 00:25:00
335.61,31734.88009791734,2018-04-25 00:26:00
330.29,29974.067675613638,2018-04-25 00:27:00
346.91,34180.34131255475,2018-04-25 00:28:00
325.31,41359.41469891185,2018-04-25 00:29:00
304.12,29599.657104045666,2018-04-25 00:30:00
357.65,31611.114336565734,2018-04-25 00:31:00
355.1,35296.71229991916,2018-04-25 00:32:00
304.93,32942.44402531669,2018-04-25 00:33:00
302.46,27834.47418761312,2018-04-25 00:34:00
347.69,37577.85439324488,2018-04-25 00:35:00
342.65,33936.651527792856,2018-04-25 00:36:00
319.69,28860.93538280261,2018-04-25 00:37:00
312.14,27670.763639701938,2018-04-25 00:38:00
372.35,34290.480528647946,2018-04-25 00:39:00
373.63,39458.87558337813,2018-04-25 00:40:00
342.17,31289.546436771743,2018-04-25 00:41:00
303.71,32651.579983098687,2018-04-25 00:42:00
321.39,31950.42034424609,2018-04-25 00:43:00
359.45,38406.80337988272,2018-04-25 00:44:00
316.97,34919.674806241565,2018-04-25 00:45:00
379.03,41548.01690969151,2018-04-25 00:46:00
371.0,36743.01312839907,2018-04-25 00:47:00
375.27,34248.137383683155,2018-04-25 00:48:00
338.45,36707.066446542456,2018-04-25 00:49:00
324.6,35544.12178164237,2018-04-25 00:50:00
322.85,28283.16392764253,2018-04-25 00:51:00
327.41,34875.0863392504,2018-04-25 00:52:00
378.83,32085.62775333621,2018-04-25 00:53:00
356.8,31047.61239672368,2018-04-25 00:54:00
347.43,32582.84848510329,2018-04-25 00:55:00
340.78,28634.618250124608,2018-04-25 00:56:00
319.47,29577.220293747767,2018-04-25 00:57:00
370.62,36910.565342687834,2018-04-25 00:58:00
376.97,43075.19088783786,2018-04-25 00:59:00
325.61,31100.646254740554,2018-04-25 01:00:00
331.96,27879.933160927867,2018-04-25 01:01:00
395.02,40895.367908597706,2018-04-25 01:02:00
357.15,34292.92384345637,2018-04-25 01:03:00
364.64,33602.978696840255,2018-04-25 01:04:00
332.75,36123.05082956421,2018-04-25 01:05:00
348.32,36972.117827399656,2018-04-25 01:06:00
350.72,37332.92813205192,2018-04-25 01:07:00
317.97,33560.049883771964,2018-04-25 01:08:00
351.76,37148.49773123971,2018-04-25 01:09:00
308.87,30822.168533471973,2018-04-25 01:10:00
316.18,29153.078498361047,2018-04-25 01:11:00
327.81,32053.842386370077,2018-04-25 01:12:00
341.01,26892.869239886943,2018-04-25 01:13:00
325.94,32181.04374947201,2018-04-25 01:14:00
319.49,34135.019733772766,2018-04-25 01:15:00
345.55,35067.73027524745,2018-04-25 01:16:00
388.13,34954.45203276843,2018-04-25 01:17:00
339.95,34453.11463800742,2018-04-25 01:18:00
337.94,35052.453409850365,2018-04-25 01:19:00
378.42,40641.16907522986,2018-04-25 01:20:00
340.3,37728.42417405134,2018-04-25 01:21:00
350.74,36795.19330463986,2018-04-25 01:22:00
364.21,35314.333605347434,2018-04-25 01:23:00
365.86,40386.04673998356,2018-04-25 01:24:00
326.94,31519.884907199415,2018-04-25 01:25:00
373.82,33553.22461085229,2018-04-25 01:26:00
336.27,29006.87585729756,2018-04-25 01:27:00
335.07,36533.4381224128,2018-04-25 01:28:00
340.51,33398.34419905712,2018-04-25 01:29:00
349.76,35477.092800695136,2018-04-25 01:30:00
314.72,36371.67410489362,2018-04-25 01:31:00
347.09,41191.299484179406,2018-04-25 01:32:00
329.58,32689.043481722245,2018-04-25 01:33:00
339.99,53909.120805078455,2018-04-25 01:34:00
365.74,37491.9506035367,2018-04-25 01:35:00
318.32,33807.66848283868,2018-04-25 01:36:00
335.54,32535.78591280617,2018-04-25 01:37:00
383.78,34827.47549707824,2018-04-25 01:38:00
359.1,47033.78635891248,2018-04-25 01:39:00
345.41,38091.25232870394,2018-04-25 01:40:00
328.9,36056.26867722614,2018-04-25 01:41:00
361.12,35695.260526968865,2018-04-25 01:42:00
301.81,36044.17625056335,2018-04-25 01:43:00
357.75,35813.98330022214,2018-04-25 01:44:00
344.97,32993.05971529668,2018-04-25 01:45:00
263.61,23322.53713172774,2018-04-25 01:46:00
344.4,41289.45697435827,2018-04-25 01:47:00
284.16,31419.068597663725,2018-04-25 01:48:00
315.68,32048.229015477296,2018-04-25 01:49:00
322.56,29771.38607321893,2018-04-25 01:50:00
376.61,40960.1702047722,2018-04-25 01:51:00
305.31,31836.17894258481,2018-04-25 01:52:00
322.52,28980.24168346107,2018-04-25 01:53:00
362.4,38048.280232385136,2018-04-25 01:54:00
324.51,23851.03879150636,2018-04-25 01:55:00
344.88,35142.018852579655,2018-04-25 01:56:00
362.07,38855.792392815965,2018-04-25 01:57:00
336.68,32690.654978283354,2018-04-25 01:58:00
306.38,31912.675047047316,2018-04-25 01:59:00
363.2,33550.25628202676,2018-04-25 02:00:00
318.82,36122.491854684304,2018-04-25 02:01:00
347.36,32882.46280198167,2018-04-25 02:02:00
295.68,27730.837073072624,2018-04-25 02:03:00
341.04,37846.126256608084,2018-04-25 02:04:00
362.57,29091.812075784732,2018-04-25 02:05:00
335.61,34057.77478044734,2018-04-25 02:06:00
330.29,34867.89053497904,2018-04-25 02:07:00
346.91,36463.618107587274,2018-04-25 02:08:00
325.31,31445.129463803485,2018-04-25 02:09:00
304.12,28286.591133631948,2018-04-25 02:10:00
357.65,31220.645984917333,2018-04-25 02:11:00
355.1,36690.69193863531,2018-04-25 02:12:00
304.93,35956.716844923256,2018-04-25 02:13:00
302.46,31631.11592668161,2018-04-25 02:14:00
347.69,30189.120273571254,2018-04-25 02:15:00
342.65,34875.22097221515,2018-04-25 02:16:00
319.69,30774.191748099878,2018-04-25 02:17:00
312.14,28001.227319906906,2018-04-25 02:18:00
372.35,40769.0881437142,2018-04-25 02:19:00
373.63,36363.97817420888,2018-04-25 02:20:00
342.17,32671.835289043727,2018-04-25 02:21:00
303.71,28314.593814941007,2018-04-25 02:22:00
321.39,30045.947396630934,2018-04-25 02:23:00
359.45,32896.337555335376,2018-04-25 02:24:00
316.97,22953.374307428607,2018-04-25 02:25:00
379.03,39315.03793901053,2018-04-25 02:26:00
371.0,37840.101784090984,2018-04-25 02:27:00
375.27,40782.165110773625,2018-04-25 02:28:00
338.45,32698.564910580717,2018-04-25 02:29:00
324.6,33493.284908281785,2018-04-25 02:30:00
322.85,31516.51206705569,2018-04-25 02:31:00
327.41,32501.266884157165,2018-04-25 02:32:00
378.83,37046.350351446956,2018-04-25 02:33:00
356.8,34316.495628651166,2018-04-25 02:34:00
347.43,33581.91300431766,2018-04-25 02:35:00
340.78,35186.01257270063,2018-04-25 02:36:00
319.47,33112.01200428002,2018-04-25 02:37:00
370.62,34821.13546080509,2018-04-25 02:38:00
376.97,48397.34917281744,2018-04-25 02:39:00
325.61,27908.99030916088,2018-04-25 02:40:00
331.96,36728.251796766985,2018-04-25 02:41:00
395.02,45023.511557407546,2018-04-25 02:42:00
357.15,33630.761548919705,2018-04-25 02:43:00
364.64,38530.77177391258,2018-04-25 02:44:00
332.75,34006.754020080465,2018-04-25 02:45:00
348.32,41712.24518011395,2018-04-25 02:46:00
350.72,37245.52459113459,2018-04-25 02:47:00
317.97,30906.65257486525,2018-04-25 02:48:00
351.76,36491.67648949844,2018-04-25 02:49:00
308.87,32183.70141274537,2018-04-25 02:50:00
316.18,29025.833386565268,2018-04-25 02:51:00
327.81,28754.28285982165,2018-04-25 02:52:00
341.01,36474.929572977366,2018-04-25 02:53:00
325.94,28941.603957539664,2018-04-25 02:54:00
319.49,31956.875525580585,2018-04-25 02:55:00
345.55,32860.29803834561,2018-04-25 02:56:00
388.13,40905.31405248997,2018-04-25 02:57:00
339.95,33913.390770972816,2018-04-25 02:58:00
337.94,36606.38591365591,2018-04-25 02:59:00
378.42,39938.93217689692,2018-04-25 03:00:00
340.3,34941.953534009845,2018-04-25 03:01:00
350.74,39563.57002455896,2018-04-25 03:02:00
364.21,34681.10018791258,2018-04-25 03:03:00
365.86,39306.81322723007,2018-04-25 03:04:00
326.94,35897.053418790165,2018-04-25 03:05:00
373.82,40122.011840244224,2018-04-25 03:06:00
336.27,33371.234850474204,2018-04-25 03:07:00
322.01,30030.581875839212,2018-04-25 03:08:00
359.77,29644.342716412328,2018-04-25 03:09:00
348.48,32510.704428666235,2018-04-25 03:10:00
344.79,30541.935515811518,2018-04-25 03:11:00
317.33,34431.072492948886,2018-04-25 03:12:00
335.53,29723.803744667293,2018-04-25 03:13:00
322.07,36471.10499818429,2018-04-25 03:14:00
338.34,26591.07866317118,2018-04-25 03:15:00
342.0,33833.109956763146,2018-04-25 03:16:00
292.83,24614.239631384156,2018-04-25 03:17:00
358.55,33632.51236805625,2018-04-25 03:18:00
333.2,34591.88730085606,2018-04-25 03:19:00
338.44,32555.06211487898,2018-04-25 03:20:00
341.26,37544.54560536416,2018-04-25 03:21:00
310.9,35374.25313722975,2018-04-25 03:22:00
333.25,36542.16370238706,2018-04-25 03:23:00
380.26,41089.37241635791,2018-04-25 03:24:00
332.23,35027.42843621411,2018-04-25 03:25:00
327.18,31437.996579926617,2018-04-25 03:26:00
336.8,35349.879200339084,2018-04-25 03:27:00
339.07,37943.380926703925,2018-04-25 03:28:00
385.27,36592.61173521254,2018-04-25 03:29:00
427.26,42676.80108714432,2018-04-25 03:30:00
399.31,37004.327386523575,2018-04-25 03:31:00
363.59,30791.53918420408,2018-04-25 03:32:00
342.03,37605.62763185865,2018-04-25 03:33:00
388.61,48826.02612891037,2018-04-25 03:34:00
335.53,34230.22678490718,2018-04-25 03:35:00
338.77,34395.027428927766,2018-04-25 03:36:00
332.3,34630.69735522262,2018-04-25 03:37:00
371.68,50927.395914565335,2018-04-25 03:38:00
311.16,29012.638452310868,2018-04-25 03:39:00
328.05,37176.76453388882,2018-04-25 03:40:00
314.05,27897.56731688671,2018-04-25 03:41:00
366.21,36000.083344376515,2018-04-25 03:42:00
344.25,36685.32471022562,2018-04-25 03:43:00
376.03,39707.684562260496,2018-04-25 03:44:00
337.85,36381.91814590117,2018-04-25 03:45:00
347.34,40785.672485970936,2018-04-25 03:46:00
360.59,42447.59201292148,2018-04-25 03:47:00
284.23,27846.520351970023,2018-04-25 03:48:00
323.88,31815.729241640387,2018-04-25 03:49:00
335.85,37762.90147950079,2018-04-25 03:50:00
